"Date","Year","Quarter","FY","QFY","Month","BSD_LEN_ADB","BSD_LEN_WB","BSD_LEN","BSD_DBR","BSD_NPAFG_AUT","BSD_NPAFG_BEL","BSD_NPAFG_EUU","BSD_NPAFG_DEU","BSD_NPAFG_IRL","BSD_NPAFG_NLD","BSD_NPAFG_NOR","BSD_NPAFG_SWE","BSD_NPAFG_CHE","BSD_NPAFG_GBR","BSD_NPAFG_WB","BSD_NPAFG","BSD_PAFG_AUT","BSD_PAFG_ADB","BSD_PAFG_BEL","BSD_PAFG_CIDA","BSD_PAFG_DNK","BSD_PAFG_EUU","BSD_PAFG_FRA","BSD_PAFG_DEU","BSD_PAFG_IRL","BSD_PAFG_ITA","BSD_PAFG_JPN","BSD_PAFG_NLD","BSD_PAFG_NOR","BSD_PAFG_SWE","BSD_PAFG_GBR","BSD_PAFG_USAID","BSD_PAFG_IFAD","BSD_PAFG_WB","BSD_PAFG_GF","BSD_PAFG","BSD_GRA_TOT","BSD"
2012-09-01,2012,"Q3","2012/13","Q1","September",0,0,0,5.19914566615627,0,0,0,0,0,0,0,0,0,0,0,0,1.99082,0,0,0,0,0,0,3.24062037,0,0,0,0,0,0,0,0,0,0,0,5.23144037,10.4305860361563,10.4305860361563
2012-10-01,2012,"Q4","2012/13","Q2","October",0,0,0,4.36307187225818,0,0,0.012372065874,0,0,0,0,0,0,0,0,0.012372065874,0,0,0,0,5.10150418,0,0,0,0,0,0,0,0,0,4.2191625,0,0,0,0,9.32066668,13.6961106181322,13.6961106181322
2012-11-01,2012,"Q4","2012/13","Q2","November",0,1e-08,1e-08,2.11091068382989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11091068382989,2.11091069382989
2012-12-01,2012,"Q4","2012/13","Q2","December",0,0,0,3.9226007057247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9226007057247,3.9226007057247
2013-01-01,2013,"Q1","2012/13","Q3","January",0,0,0,0.750429504441398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750429504441398,0.750429504441398
2013-02-01,2013,"Q1","2012/13","Q3","February",0,0,0,7.19602578033943,0,0,0,0,0,0,0,0,0,0,0,0,0.457555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457555,7.65358078033943,7.65358078033943
2013-03-01,2013,"Q1","2012/13","Q3","March",0,0,0,5.34411044597721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34411044597721,5.34411044597721
2013-04-01,2013,"Q2","2012/13","Q4","April",0,0,0,5.7601906452478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7601906452478,5.7601906452478
2013-05-01,2013,"Q2","2012/13","Q4","May",0,0,0,2.05646451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05646451,2.05646451
2013-06-01,2013,"Q2","2012/13","Q4","June",0,110.993447,110.993447,3.21849807698703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21849807698703,114.211945076987
2013-07-01,2013,"Q3","2013/14","Q1","July",0,1e-09,1e-09,0.958763586207596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958763586207596,0.958763587207596
2013-08-01,2013,"Q3","2013/14","Q1","August",0,1e-09,1e-09,8.36405569,0,0,0,0,0,0,0,0,0,0,0,0,2.670226969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.670226969,11.034282659,11.03428266
2013-09-01,2013,"Q3","2013/14","Q1","September",0,1e-09,1e-09,5.45853629457338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45853629457338,5.45853629557338
2013-10-01,2013,"Q4","2013/14","Q2","October",0,1e-09,1e-09,4.34822780376718,0,0,0,0,0,0,0,0,0,0,0,0,2.699055331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.699055331,7.04728313476718,7.04728313576718
2013-11-01,2013,"Q4","2013/14","Q2","November",0,1e-09,1e-09,2.11458196798655,0,0,0,0,0,0,0,0,0,0,0,0,2.69179004,0,6.726096904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.417886944,11.5324689119865,11.5324689129865
2013-12-01,2013,"Q4","2013/14","Q2","December",0,1e-09,1e-09,3.28576857891732,0,0,0,0,0,0,0,0,0,0,0,0,0.423076923,0,0,0,2.522397313,0,0,0,0,0,0,0,0,4.707668945,0,0,0,0,0,7.653143181,10.9389117599173,10.9389117609173
2014-01-01,2014,"Q1","2013/14","Q3","January",0,1e-09,1e-09,0.743789682276474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.707190939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.707190939,2.45098062127647,2.45098062227647
2014-02-01,2014,"Q1","2013/14","Q3","February",0,1e-09,1e-09,8.48419215503769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48419215503769,8.48419215603769
2014-03-01,2014,"Q1","2013/14","Q3","March",0,1e-09,1e-09,5.48103917850199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48103917850199,5.48103917950199
2014-04-01,2014,"Q2","2013/14","Q4","April",0,1e-09,1e-09,6.80498038836352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80498038836352,6.80498038936352
2014-05-01,2014,"Q2","2013/14","Q4","May",0,1e-09,1e-09,2.11321664526843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11321664526843,2.11321664626843
2014-06-01,2014,"Q2","2013/14","Q4","June",0,1e-09,1e-09,3.28324067309755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28324067309755,3.28324067409755
2014-07-01,2014,"Q3","2014/15","Q1","July",0,0,0,0.737221116378105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.049937078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.049937078,6.78715819437811,6.78715819437811
2014-08-01,2014,"Q3","2014/15","Q1","August",0,0,0,9.3051247281272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3051247281272,9.3051247281272
2014-09-01,2014,"Q3","2014/15","Q1","September",0,0,0,5.50811657333472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.587322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.587322,8.09543857333472,8.09543857333472
2014-10-01,2014,"Q4","2014/15","Q2","October",0,0,0,4.08254521176945,0,0,0,0,0,0,0,0,0,0,0,0,2.531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531646,6.61419121176945,6.61419121176945
2014-11-01,2014,"Q4","2014/15","Q2","November",0,0,0,2.61936369,0,0,25.780488778,0,0,0,0,0,0,0,0,25.780488778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.399852468,28.399852468
2014-12-01,2014,"Q4","2014/15","Q2","December",0,0,0,3.06997696599418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06997696599418,3.06997696599418
2015-01-01,2015,"Q1","2014/15","Q3","January",0,0,0,1.6683163795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6683163795,1.6683163795
2015-02-01,2015,"Q1","2014/15","Q3","February",0,0,0,8.64682504815587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64682504815587,8.64682504815587
2015-03-01,2015,"Q1","2014/15","Q3","March",0,0,0,5.44399791499969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481081345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481081345,7.92507925999969,7.92507925999969
2015-04-01,2015,"Q2","2014/15","Q4","April",0,0,0,6.7409395417146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7409395417146,6.7409395417146
2015-05-01,2015,"Q2","2014/15","Q4","May",0,0,0,2.45593703554242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45593703554242,2.45593703554242
2015-06-01,2015,"Q2","2014/15","Q4","June",0,0,0,3.23242532868721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23242532868721,3.23242532868721
2015-07-01,2015,"Q3","2015/16","Q1","July",0,0,0,3.17336598862948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17336598862948,3.17336598862948
2015-08-01,2015,"Q3","2015/16","Q1","August",0,0,0,8.57378969237385,0,0,0,0,0,0,0,0,0,0,0,0,2.209600493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.209600493,10.7833901853739,10.7833901853739
2015-09-01,2015,"Q3","2015/16","Q1","September",0,0,0,5.51041317133482,0,0,24.519464179,0,0,0,0,0,0,0,0,24.519464179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0298773503348,30.0298773503348
2015-10-01,2015,"Q4","2015/16","Q2","October",0,0,0,3.85242623629768,0,0,0,0,0,0,0,0,0,0,0,0,2.2684,0,5.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8994,11.7518262362977,11.7518262362977
2015-11-01,2015,"Q4","2015/16","Q2","November",0,0,0,2.16335574044054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16335574044054,2.16335574044054
2015-12-01,2015,"Q4","2015/16","Q2","December",0,0,0,3.18441218124182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18441218124182,3.18441218124182
2016-01-01,2016,"Q1","2015/16","Q3","January",0,0,0,0.633411417626459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633411417626459,0.633411417626459
2016-02-01,2016,"Q1","2015/16","Q3","February",0,0,0,8.43351327598578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43351327598578,8.43351327598578
2016-03-01,2016,"Q1","2015/16","Q3","March",0,0,0,5.56727988431605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56727988431605,5.56727988431605
2016-04-01,2016,"Q2","2015/16","Q4","April",0,0,0,5.2727525909286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2727525909286,5.2727525909286
2016-05-01,2016,"Q2","2015/16","Q4","May",0,0,0,4.224190716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224190716,4.224190716
2016-06-01,2016,"Q2","2015/16","Q4","June",0,0,0,2.8165615865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4751183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4751183,11.2916798865,11.2916798865
2016-07-01,2016,"Q3","2016/17","Q1","July",0,0,0,2.7768786642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7768786642,2.7768786642
2016-08-01,2016,"Q3","2016/17","Q1","August",0,0,0,9.5572470779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5572470779,9.5572470779
2016-09-01,2016,"Q3","2016/17","Q1","September",0,0,0,7.8743011763,0,0,0,0,0,0,0,0,0,0,0,0,0.497065575674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497065575674,8.371366751974,8.371366751974
2016-10-01,2016,"Q4","2016/17","Q2","October",0,26.46101671,26.46101671,5.458766185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.458766185,31.919782895
2016-11-01,2016,"Q4","2016/17","Q2","November",0,45.64208304,45.64208304,4.2399220935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2399220935,49.8820051335
2016-12-01,2016,"Q4","2016/17","Q2","December",0,0,0,2.826010702,0,0,0,0,0,0,0,0,0,0,0,0,8.152404817253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.152404817253,10.978415519253,10.978415519253
2017-01-01,2017,"Q1","2016/17","Q3","January",0,0,0,2.6664651754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6664651754,2.6664651754
2017-02-01,2017,"Q1","2016/17","Q3","February",0,0,0,9.1499921758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1499921758,9.1499921758
2017-03-01,2017,"Q1","2016/17","Q3","March",0,0,0,7.9006615681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9006615681,7.9006615681
2017-04-01,2017,"Q2","2016/17","Q4","April",0,0,0,5.4410671625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4410671625,5.4410671625
2017-05-01,2017,"Q2","2016/17","Q4","May",0,25.84861983,25.84861983,4.224190716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224190716,30.072810546
2017-06-01,2017,"Q2","2016/17","Q4","June",0,62.86938697,62.86938697,2.8165615865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8165615865,65.6859485565
2017-07-01,2017,"Q3","2017/18","Q1","July",,,,0.5796591955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,2017,"Q3","2017/18","Q1","August",,,,4.4038077035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,2017,"Q3","2017/18","Q1","September",,,,3.6546666525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,2017,"Q4","2017/18","Q2","October",,,,3.093452014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,2017,"Q4","2017/18","Q2","November",,,,3.0431108815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,2017,"Q4","2017/18","Q2","December",,,,2.3762695355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,2018,"Q1","2017/18","Q3","January",,,,0.531262127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,2018,"Q1","2017/18","Q3","February",,,,9.0648395895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,2018,"Q1","2017/18","Q3","March",,,,2.3475940135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,2018,"Q2","2017/18","Q4","April",,,,1.4705404275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,2018,"Q2","2017/18","Q4","May",,,,3.025824183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,2018,"Q2","2017/18","Q4","June",,,,2.367940019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,2018,"Q3","2018/19","Q1","July",,,,2.76700228260171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,2018,"Q3","2018/19","Q1","August",,,,17.1672503223971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,2018,"Q3","2018/19","Q1","September",,,,18.9048527840087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,2018,"Q4","2018/19","Q2","October",,,,12.67360103701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,2018,"Q4","2018/19","Q2","November",,,,8.20419283106263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,2018,"Q4","2018/19","Q2","December",,,,8.66215263248081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,2019,"Q1","2018/19","Q3","January",,,,2.76112671879359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,2019,"Q1","2018/19","Q3","February",,,,21.324183715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,2019,"Q1","2018/19","Q3","March",,,,17.02222397202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,2019,"Q2","2018/19","Q4","April",,,,11.635788027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,2019,"Q2","2018/19","Q4","May",,,,8.031921301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,2019,"Q2","2018/19","Q4","June",,,,6.43846377486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,2019,"Q3","2019/20","Q1","July",,,,3.05586952939444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,2019,"Q3","2019/20","Q1","August",,,,14.5037867304215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,2019,"Q3","2019/20","Q1","September",,,,13.1762782657632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,2019,"Q4","2019/20","Q2","October",,,,9.4909337098525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,2019,"Q4","2019/20","Q2","November",,,,5.93938673231239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,2019,"Q4","2019/20","Q2","December",,,,5.44585583787736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,2020,"Q1","2019/20","Q3","January",,,,3.04406413084731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,2020,"Q1","2019/20","Q3","February",,,,12.1351764333564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,2020,"Q1","2019/20","Q3","March",,,,14.3416520255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,2020,"Q2","2019/20","Q4","April",,,,9.5534345114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,2020,"Q2","2019/20","Q4","May",,,,4.595686895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,2020,"Q2","2019/20","Q4","June",,,,3.8308770279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,2020,"Q3","2020/21","Q1","July",,,,4.85566354399403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,2020,"Q3","2020/21","Q1","August",,,,21.1746881685102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,2020,"Q3","2020/21","Q1","September",,,,20.0221817352729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,2020,"Q4","2020/21","Q2","October",,,,14.5904463716104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,2020,"Q4","2020/21","Q2","November",,,,8.51076769117924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,2020,"Q4","2020/21","Q2","December",,,,8.77080859510292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,2021,"Q1","2020/21","Q3","January",,,,4.92434171463006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,2021,"Q1","2020/21","Q3","February",,,,22.3728826218969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,2021,"Q1","2020/21","Q3","March",,,,19.2653562391025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,2021,"Q2","2020/21","Q4","April",,,,12.565564277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,2021,"Q2","2020/21","Q4","May",,,,7.78555747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,2021,"Q2","2020/21","Q4","June",,,,6.193958305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021,"Q3","2021/22","Q1","July",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021,"Q3","2021/22","Q1","August",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021,"Q3","2021/22","Q1","September",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021,"Q4","2021/22","Q2","October",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021,"Q4","2021/22","Q2","November",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2021,"Q4","2021/22","Q2","December",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,2022,"Q1","2021/22","Q3","January",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,2022,"Q1","2021/22","Q3","February",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,2022,"Q1","2021/22","Q3","March",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,2022,"Q2","2021/22","Q4","April",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,2022,"Q2","2021/22","Q4","May",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2022,"Q2","2021/22","Q4","June",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,2024,"Q1","2023/24","Q3","March",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,2024,"Q2","2023/24","Q4","April",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,2024,"Q2","2023/24","Q4","May",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,2024,"Q2","2023/24","Q4","June",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,2024,"Q3","2024/25","Q1","July",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,2024,"Q3","2024/25","Q1","August",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,2024,"Q3","2024/25","Q1","September",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,2024,"Q4","2024/25","Q2","October",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,2024,"Q4","2024/25","Q2","November",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,2024,"Q4","2024/25","Q2","December",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,2025,"Q1","2024/25","Q3","January",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,2025,"Q1","2024/25","Q3","February",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,2025,"Q1","2024/25","Q3","March",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,2025,"Q2","2024/25","Q4","April",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,2025,"Q2","2024/25","Q4","May",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-01,2025,"Q2","2024/25","Q4","June",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025,"Q3","2025/26","Q1","July",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,2025,"Q3","2025/26","Q1","August",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01,2025,"Q3","2025/26","Q1","September",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01,2025,"Q4","2025/26","Q2","October",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-01,2025,"Q4","2025/26","Q2","November",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01,2025,"Q4","2025/26","Q2","December",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-01,2026,"Q1","2025/26","Q3","January",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-01,2026,"Q1","2025/26","Q3","February",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
