"Date","Year","Quarter","FY","QFY","Month","GDP_CP","GDP_AGR_CP","GDP_AGR_CAC_CP","GDP_AGR_FOC_CP","GDP_AGR_LST_CP","GDP_AGR_ASS_CP","GDP_AGR_FST_CP","GDP_AGR_FSH_CP","GDP_IND_CP","GDP_IND_MIN_CP","GDP_IND_MAN_CP","GDP_IND_ELC_CP","GDP_IND_H2O_CP","GDP_IND_CON_CP","GDP_SER_CP","GDP_SER_WRT_CP","GDP_SER_TRA_CP","GDP_SER_AFS_CP","GDP_SER_ICT_CP","GDP_SER_FIN_CP","GDP_SER_REE_CP","GDP_SER_PST_CP","GDP_SER_ADM_CP","GDP_SER_PAD_CP","GDP_SER_EDU_CP","GDP_SER_HEA_CP","GDP_SER_AER_CP","GDP_SER_OTH_CP","GDP_SER_HHA_CP","GDP_TAX_CP"
2021-10-01,2021,"Q4","2021/22","Q2","October",39860.8974654336,9164.75199995404,1267.25594853696,3988.54945928064,1620.90302188503,4.6966076312279,1508.41724146525,774.929721154945,10706.203394707,458.876345045617,6600.2001390986,540.687327797466,866.667860555124,2239.77172221021,16788.4049980333,3162.03761367425,1344.54593243562,1007.10586544391,700.266889649332,1089.72316200995,2532.35317402482,833.889997847188,788.654095627836,1198.63575812754,1315.84990938029,1597.19622230199,55.1952906818667,873.014114575779,289.936972252971,3201.5370727392
2022-01-01,2022,"Q1","2021/22","Q3","January",39264.3339178072,7613.09542328125,1335.43382078285,2164.62932938611,1608.50588346949,4.02306100833623,1678.20530952249,822.298019111966,11254.4595212041,751.128231110326,6936.98029685456,551.382070757636,878.311897947531,2136.65702453403,17167.2224372371,3541.88482732265,1319.50006851568,784.053287660789,693.666685922464,1243.28849393731,2578.29902056145,718.879827390898,787.619753023937,1209.17501917175,1559.56230799269,1465.19442251717,50.6432957425302,920.549342264511,294.906085213263,3229.55653608479
2022-04-01,2022,"Q2","2021/22","Q4","April",42435.1653001242,9888.69101038632,895.363982956201,4810.33337141836,1645.71770969599,5.71942540504859,1658.86928349362,872.687237417108,11626.3359618685,733.694226583088,7167.32816471913,552.357765206252,889.566962940005,2283.38884242004,17724.9223533544,3925.09855803371,1327.1092477767,956.522122580909,670.889206331361,1176.39718866202,2651.59469723636,743.444336322408,818.888068253934,1209.98001572183,1547.36874627877,1412.78171368664,54.2536062171543,922.838423586635,307.756422665973,3195.21597451491
2022-07-01,2022,"Q3","2022/23","Q1","July",48378.6177196903,14036.752582471,1178.65618152972,9061.18047449216,1734.75771659884,7.03536655078566,1573.30567161749,481.81717168204,11809.4432376223,564.877347055413,7346.41387468588,580.959810446573,949.182519196593,2368.00968623783,19303.2013937172,4175.1173175028,1409.5068067239,870.429178544967,628.496292334917,1350.96970725349,2722.95935951138,1323.52817112903,918.617346419244,1363.6578760063,1759.34905606722,1497.34810199436,53.0233150591252,910.087000885145,320.111864285279,3229.22050587985
2022-10-01,2022,"Q4","2022/23","Q2","October",44347.6800241157,10685.501667832,1165.74586163669,5177.62508412081,1796.00937497421,4.8088384442864,1663.33627053779,877.976238118188,11320.8759545681,320.494967929193,7213.05265863474,533.404204065649,965.302797704319,2288.62132623421,19146.9417826605,3833.05781551269,1673.58292381115,992.790830183689,639.682395989259,1506.21084249927,2777.48197019798,1056.80882011814,915.629747616592,1388.5487196056,1411.76095961896,1655.0289062951,58.8854793829775,907.908020651235,329.564351177827,3194.36061905516
2023-01-01,2023,"Q1","2022/23","Q3","January",42069.4501980864,8475.11121119795,1312.04312868692,2233.27754891512,1925.67891956503,4.38110227355292,1752.36191795817,1247.36859379916,11389.284129736,446.155204441492,7062.87992962464,537.672665423106,985.06873037357,2357.50759987324,18632.0108573859,3975.98678343285,1725.63841714924,880.416620095249,705.095032268097,919.272241404175,2806.38930697926,992.703656646848,955.769744395088,1195.08351649787,1630.835733485,1544.48298092103,73.1200775406876,894.96976005299,332.246986517509,3573.04399976653
2023-04-01,2023,"Q2","2022/23","Q4","April",48208.6383708663,10887.612864828,993.60980975365,5195.80091841116,1973.17632085317,6.07449055114714,1754.96483396514,963.986491293713,12609.9032287097,1354.23689195358,7016.64805143923,535.804428566433,983.029185998472,2720.18467075196,20717.6417112108,4746.92554600451,1670.92582840886,1284.14465245616,850.889997794567,1349.15423746856,2901.27150968388,908.604312492458,997.568219332315,1311.58252364863,1895.69096878208,1477.20019606037,77.8550450721038,909.250453738362,336.578220267937,3993.48056611785
2023-07-01,2023,"Q3","2023/24","Q1","July",53995.9510647101,15360.9268705507,1491.81597981393,9529.2305343158,2019.42449596775,7.436178294958,1767.77601974859,545.243662409699,13316.2143794238,1288.32115498121,7783.11055986752,553.463832051991,1055.4397831818,2635.87904934123,21697.8294723874,5512.30620516027,1661.47803817005,1079.19535541904,1108.58956238214,1408.9859082605,2951.71389424864,774.745642609766,991.281054820053,1196.75326529723,2141.68744881185,1422.28704353921,91.0281388703424,1017.89131035413,339.886604444225,3620.98034234819
2023-10-01,2023,"Q4","2023/24","Q2","October",49627.9908312385,11599.1303838933,1726.53132322876,5233.76185765552,2079.76054853074,5.08206093282151,1783.2600705207,770.734523024768,12450.9618562934,623.755289987535,7496.23398731726,542.661364536668,1065.47455839258,2722.83665605937,21910.735977231,4615.7358579797,1885.17570588819,991.176640299797,1190.90188237733,1443.09810114532,3031.31575832018,1564.71453522817,1005.47394822362,1497.69671980875,1451.85025143308,1664.65570765797,58.0452947062765,1163.8168905691,347.078683593496,3667.16261382084
2024-01-01,2024,"Q1","2023/24","Q3","January",47655.3022768441,10012.4767129057,2307.12075633103,2437.54689712209,2173.73225795934,4.68914529372126,1864.02816599782,1225.35949020168,12312.1003486081,423.857638927385,7637.23304345018,549.452160331394,1076.48140129355,2625.07610460562,21558.3450800267,4481.87483512501,2007.71330897862,1052.49721210133,1137.05480529717,1345.517986777,3071.42616821674,1140.65735121744,1047.42580480136,1382.86147527705,1828.21833089673,1583.44395259061,89.5017324205374,1038.23437283636,351.917743490777,3772.38013530355
2024-04-01,2024,"Q2","2023/24","Q4","April",52428.5240563549,13178.1808585426,1703.54545811964,5804.24405292962,2249.43108496748,6.45572733350477,2203.59337274841,1210.9111624439,12574.3151717923,264.336414451235,7862.01853484317,557.23549728169,1108.63779728185,2782.08692793435,22715.3872671308,4619.54336668035,2016.94622518626,1631.10880273729,983.926124866383,1361.13761237653,3105.13159259499,1084.4768150013,1070.19020018668,1714.44917491719,1946.00644587373,1800.17241659896,75.3591605207021,949.038823233683,357.900506356757,3960.64075888924
2024-07-01,2024,"Q3","2024/25","Q1","July",59750.7957371981,17960.237437288,2195.45980541546,10829.9194512859,2359.85125869765,7.91758621436833,2003.65042254611,563.43891312851,13811.4399530598,778.118053397572,8510.15270136356,576.046236788618,1147.40490046379,2799.7180610463,23890.8876733596,6102.03702058354,1999.723686338,1305.37509933926,1225.99216537147,1580.68345610121,3117.48497486482,844.393573615084,1021.54705447313,1237.61346398237,2201.56315713435,1612.52509509307,106.86645855403,1173.86207403585,361.220393873442,4088.23067349066
2024-10-01,2024,"Q4","2024/25","Q2","October",55080.7500308484,14039.9917537094,2684.20031050567,6027.99994534873,2447.55081124838,5.19275420122737,2019.04317915752,856.004753247838,13524.9846318264,922.607174619087,7779.28318840154,591.73519858383,1210.60364197357,3020.75542824835,23368.271598461,5260.23055888466,2152.86648217488,1263.18176130328,1090.13244259841,1494.96526018191,3187.15117688123,1195.38636862068,1007.68568038471,1643.28625492887,1674.63759954145,1785.43735335009,71.504475782736,1174.49015532786,367.316028500278,4147.50204685165
2025-01-01,2025,"Q1","2024/25","Q3","January",54731.5902111738,12816.0864701316,3409.64477973269,2753.10220749728,2584.37196128513,4.53964279092191,2218.34877269524,1846.07910613038,13728.091210884,527.297851326437,8206.750005174,611.264201745981,1235.43662056697,3147.34253207062,24049.5158231918,5150.42880134649,2305.96334845946,1297.57614947788,1177.04474015211,1465.05117639928,3322.86362920173,1343.67694440202,1092.76057433918,1540.84143372463,2001.94210432108,1725.71091079591,102.91630544136,1148.4217049877,374.318000143001,4137.89670696629
2025-04-01,2025,"Q2","2024/25","Q4","April",58311.4609010506,14733.1082259395,3084.81111341596,5362.66454624478,2680.9484440942,6.86056984605337,2229.07160507288,1368.75194726563,14244.2575309506,393.911604582079,8485.49429499558,611.453356853073,1253.52046891505,3499.8778056048,24606.7476118701,5329.14165818787,2202.71140198341,1412.27346496388,997.971812064122,1465.57093368161,3342.94672929481,1345.89628809767,1166.69413615083,1807.96328577285,2252.31290721764,1652.43967827914,71.7881431212785,1177.540787892,381.49638516301,4727.3475322904
2025-07-01,2025,"Q3","2025/26","Q1","July",63157.2831276667,18404.3790363006,2674.65393570779,9976.25071148582,2751.62137869382,7.12063997098141,2269.73632551021,724.996044931975,14866.433848605,774.220834766689,8937.1591334563,690.767119686795,1274.61999505819,3189.66676563703,25687.4969320366,6391.38294613428,2077.14402300878,1620.88421720623,1111.01339365584,1750.44851018326,3381.9033656888,938.099845219617,1078.00149172423,1231.53371897253,2665.78973775766,1692.2345475065,106.384924531962,1257.26542005882,385.410790388146,4198.97331072445
2025-10-01,2025,"Q4","2025/26","Q2","October",62002.5504826663,15897.6124066376,3129.83507362188,6691.11999451736,2831.87241761489,5.37426087794991,2224.74395338235,1014.66670662313,15240.2624609247,938.702004685263,8871.14583985454,623.639702824385,1283.16497903702,3523.60993452345,26335.3633884267,6429.61325317011,2313.68361785873,1540.32073601767,1137.30929253186,1676.66921098387,3387.71159356214,982.701807165557,1353.15108429292,1851.8036941832,2124.59682136911,1941.64172206381,71.3428688417415,1137.6690405027,387.148645883315,4529.31222667737
2026-01-01,2026,"Q1","2025/26","Q3","January",59699.3822097018,13404.201093471,3673.98158190081,3032.70216141793,2894.67744053478,5.04903821219783,2022.95737774434,1774.833493661,15418.1801213781,617.772587453769,9194.05822547131,640.029590313442,1369.91108981592,3596.4086283237,25949.1747429227,5597.57959976761,2429.32623931236,1413.65843087564,1372.51566508986,1607.25122023236,3536.03467723135,1483.07565091407,1187.04289382768,1684.82930002763,2112.24095622406,1878.28312473141,102.848435796589,1148.53444512363,395.954103768414,4927.82625192992
